"user_id","betweenness","closeness","in_degree","out_degree","eccentricity"
"3619",0,2.69631171520477e-06,0,3,7
"3383",0,2.66120941322994e-06,0,1,1
"1924",245.40156641604,6.29861745346896e-06,2,4,6
"3651",229.102342102342,6.31540390165653e-06,1,2,6
"463",160.920789779326,2.6655577946241e-06,1,2,7
"3665",152,2.66120941322994e-06,1,1,6
"3671",7510.89372674791,6.3366938933281e-06,14,8,5
"3650",169,2.66991328121663e-06,1,2,7
"3724",0,2.66120941322994e-06,0,1,1
"2128",0,2.65687519594455e-06,9,1,6
"3661",0,2.65687519594455e-06,2,1,7
"3747",0,6.33681435668661e-06,0,1,6
"3737",0,2.66555068944469e-06,1,1,6
"4768",0,6.35812791281735e-06,0,1,6
"3527",0,6.34694965599533e-06,0,1,6
"3673",157,2.66120941322994e-06,17,1,6
"1276",0,6.32183181398642e-06,0,2,6
"206",0,2.66120941322994e-06,0,1,7
"3540",0,2.65687519594455e-06,3,1,6
"4832",36.5798861030569,2.66120941322994e-06,1,1,7
"3414",1324.59318577361,6.3323201621074e-06,3,7,6
"110",1777.4130295128,6.31620168895233e-06,5,4,6
"4844",0,2.66120941322994e-06,0,1,1
"4850",0,6.33890311620477e-06,0,1,6
"4851",0,6.34256176069514e-06,0,1,7
"2011",4,2.6655577946241e-06,1,2,6
"4772",701.42145366734,6.32015370613813e-06,1,2,6
"4927",0,6.40931144767118e-06,0,8,5
"4948",0,2.66120941322994e-06,0,1,7
"4934",0,6.33918440053503e-06,0,1,7
"4981",0,6.34063140007482e-06,0,1,7
"6048",0,2.66120941322994e-06,0,1,7
"6039",0,6.45857149315714e-06,0,9,6
"6076",0,2.66120941322994e-06,0,1,7
"6088",0,6.33284148264485e-06,0,1,7
"459",0,2.66555068944469e-06,0,1,7
"3517",0,2.6655577946241e-06,0,2,7
"6144",0,2.66991328121663e-06,0,2,7
"6049",0,6.46734315076024e-06,0,5,7
"6157",0,6.32535074069857e-06,0,1,6
"6159",0,2.66120941322994e-06,0,1,1
"3763",1397.66698189088,6.33039602957561e-06,9,14,6
"3719",0,2.66120941322994e-06,0,1,8
"4865",0,2.65687519594455e-06,4,1,6
"6200",152,2.66120941322994e-06,1,1,7
"6232",358,6.43099223779237e-06,1,18,6
"6238",0,2.66991328121663e-06,0,2,2
"6303",1,2.66120941322994e-06,1,1,2
"6161",360,6.36391406170451e-06,1,2,7
"6356",0,2.66120941322994e-06,0,1,7
"6372",0,2.66120941322994e-06,0,1,1
"6379",0,6.34634545696861e-06,0,2,7
"6399",0,6.37417693440335e-06,0,1,8
"6430",0,6.34831959980193e-06,0,1,6
"6436",0,6.3982392045709e-06,0,4,6
"7449",0,2.66120941322994e-06,0,1,8
"6112",0,6.33918440053503e-06,0,1,7
"7464",0,2.66120941322994e-06,0,1,1
"6433",0,6.33974704409294e-06,0,2,7
"75",0,2.65687519594455e-06,25,1,6
"6359",0,6.34707050960629e-06,0,2,6
"1084",152,2.66120941322994e-06,3,1,6
"7532",0,6.32535074069857e-06,0,1,6
"7536",0,2.66120941322994e-06,0,1,7
"3655",944.231792198578,6.3226312262111e-06,9,2,6
"7544",0,2.66555068944469e-06,0,1,7
"7555",0,6.33962646920843e-06,0,1,7
"7548",0,6.37328319683885e-06,0,3,6
"7566",0,2.66120941322994e-06,0,1,7
"6126",0,2.66992040967259e-06,0,4,7
"7612",0,2.66120941322994e-06,0,2,7
"7615",0,2.66120941322994e-06,0,1,1
"7600",0,2.66990615279873e-06,0,1,6
"7614",0,2.66120941322994e-06,0,1,1
"1954",0.5,2.66120941322994e-06,1,1,6
"7681",1,2.66120941322994e-06,1,1,6
"7698",0,2.66120941322994e-06,0,2,1
"5014",0,2.66555068944469e-06,0,1,7
"7749",0,2.66120941322994e-06,0,1,1
"10",0,2.65687519594455e-06,1,0,7
"50",0,2.65687519594455e-06,4,0,6
"65",0,2.65687519594455e-06,1,0,6
"95",0,2.65687519594455e-06,3,0,7
"49",0,2.65687519594455e-06,3,0,6
"105",0,2.65687519594455e-06,1,0,6
"111",0,2.65687519594455e-06,1,0,6
"21",0,2.65687519594455e-06,1,0,6
"74",0,2.65687519594455e-06,2,0,6
"119",0,2.65687519594455e-06,4,0,5
"26",0,2.65687519594455e-06,5,0,6
"91",0,2.65687519594455e-06,1,0,7
"132",0,2.65687519594455e-06,1,0,6
"7",0,2.65687519594455e-06,3,0,6
"53",0,2.65687519594455e-06,1,0,6
"56",0,2.65687519594455e-06,1,0,6
"176",0,2.65687519594455e-06,1,0,7
"193",0,2.65687519594455e-06,1,0,7
"218",0,2.65687519594455e-06,2,0,7
"261",0,2.65687519594455e-06,2,0,7
"265",0,2.65687519594455e-06,1,0,6
"258",0,2.65687519594455e-06,1,0,8
"273",0,2.65687519594455e-06,1,0,7
"247",0,2.65687519594455e-06,1,0,8
"191",0,2.65687519594455e-06,3,0,6
"8",0,2.65687519594455e-06,2,0,6
"264",0,2.65687519594455e-06,1,0,7
"22",0,2.65687519594455e-06,1,0,1
"305",0,2.65687519594455e-06,1,0,7
"143",0,2.65687519594455e-06,1,0,7
"236",0,2.65687519594455e-06,1,0,7
"189",0,2.65687519594455e-06,9,0,5
"322",0,2.65687519594455e-06,2,0,6
"316",0,2.65687519594455e-06,1,0,7
"303",0,2.65687519594455e-06,1,0,1
"167",0,2.65687519594455e-06,1,0,7
"327",0,2.65687519594455e-06,1,0,6
"336",0,2.65687519594455e-06,7,0,6
"181",0,2.65687519594455e-06,4,0,6
"350",0,2.65687519594455e-06,1,0,7
"359",0,2.65687519594455e-06,1,0,6
"369",0,2.65687519594455e-06,1,0,6
"367",0,2.65687519594455e-06,1,0,6
"335",0,2.65687519594455e-06,1,0,6
"374",0,2.65687519594455e-06,1,0,6
"310",0,2.65687519594455e-06,3,0,6
"209",0,2.65687519594455e-06,1,0,6
"388",0,2.65687519594455e-06,1,0,6
"402",0,2.65687519594455e-06,1,0,7
"405",0,2.65687519594455e-06,2,0,6
"416",0,2.65687519594455e-06,1,0,7
"419",0,2.65687519594455e-06,1,0,7
"365",0,2.65687519594455e-06,1,0,6
"426",0,2.65687519594455e-06,1,0,6
"25",0,2.65687519594455e-06,2,0,6
"434",0,2.65687519594455e-06,1,0,7
"431",0,2.65687519594455e-06,1,0,6
"437",0,2.65687519594455e-06,1,0,6
"432",0,2.65687519594455e-06,1,0,6
"418",0,2.65687519594455e-06,3,0,6
"452",0,2.65687519594455e-06,1,0,7
"485",0,2.65687519594455e-06,2,0,7
"320",0,2.65687519594455e-06,1,0,7
"392",0,2.65687519594455e-06,5,0,6
"391",0,2.65687519594455e-06,1,0,7
"502",0,2.65687519594455e-06,1,0,7
"515",0,2.65687519594455e-06,1,0,6
"513",0,2.65687519594455e-06,1,0,1
"536",0,2.65687519594455e-06,3,0,6
"200",0,2.65687519594455e-06,1,0,6
"547",0,2.65687519594455e-06,2,0,5
"542",0,2.65687519594455e-06,1,0,6
"557",0,2.65687519594455e-06,1,0,7
"560",0,2.65687519594455e-06,1,0,7
"563",0,2.65687519594455e-06,1,0,6
"569",0,2.65687519594455e-06,3,0,5
"55",0,2.65687519594455e-06,1,0,6
"568",0,2.65687519594455e-06,1,0,7
"628",0,2.65687519594455e-06,1,0,6
"637",0,2.65687519594455e-06,2,0,6
"652",0,2.65687519594455e-06,1,0,6
"150",0,2.65687519594455e-06,1,0,7
"659",0,2.65687519594455e-06,1,0,6
"668",0,2.65687519594455e-06,2,0,6
"671",0,2.65687519594455e-06,2,0,7
"672",0,2.65687519594455e-06,2,0,6
"677",0,2.65687519594455e-06,2,0,6
"683",0,2.65687519594455e-06,1,0,6
"685",0,2.65687519594455e-06,1,0,6
"664",0,2.65687519594455e-06,1,0,7
"686",0,2.65687519594455e-06,1,0,1
"695",0,2.65687519594455e-06,3,0,6
"719",0,2.65687519594455e-06,1,0,6
"721",0,2.65687519594455e-06,1,0,6
"643",0,2.65687519594455e-06,1,0,6
"727",0,2.65687519594455e-06,4,0,6
"739",0,2.65687519594455e-06,1,0,6
"366",0,2.65687519594455e-06,1,0,6
"319",0,2.65687519594455e-06,1,0,6
"725",0,2.65687519594455e-06,1,0,7
"759",0,2.65687519594455e-06,1,0,6
"765",0,2.65687519594455e-06,1,0,6
"772",0,2.65687519594455e-06,1,0,6
"33",0,2.65687519594455e-06,4,0,6
"783",0,2.65687519594455e-06,1,0,7
"790",0,2.65687519594455e-06,1,0,7
"549",0,2.65687519594455e-06,1,0,1
"809",0,2.65687519594455e-06,1,0,7
"526",0,2.65687519594455e-06,1,0,6
"821",0,2.65687519594455e-06,1,0,6
"830",0,2.65687519594455e-06,1,0,7
"844",0,2.65687519594455e-06,1,0,6
"833",0,2.65687519594455e-06,2,0,6
"872",0,2.65687519594455e-06,2,0,6
"873",0,2.65687519594455e-06,1,0,6
"850",0,2.65687519594455e-06,1,0,1
"94",0,2.65687519594455e-06,1,0,6
"880",0,2.65687519594455e-06,1,0,7
"889",0,2.65687519594455e-06,1,0,7
"890",0,2.65687519594455e-06,1,0,1
"924",0,2.65687519594455e-06,1,0,7
"874",0,2.65687519594455e-06,1,0,6
"387",0,2.65687519594455e-06,3,0,6
"961",0,2.65687519594455e-06,1,0,6
"997",0,2.65687519594455e-06,1,0,6
"715",0,2.65687519594455e-06,2,0,6
"1015",0,2.65687519594455e-06,1,0,6
"1033",0,2.65687519594455e-06,1,0,7
"1035",0,2.65687519594455e-06,2,0,7
"1038",0,2.65687519594455e-06,1,0,7
"947",0,2.65687519594455e-06,1,0,6
"1054",0,2.65687519594455e-06,2,0,5
"1051",0,2.65687519594455e-06,1,0,6
"1097",0,2.65687519594455e-06,2,0,1
"1032",0,2.65687519594455e-06,1,0,7
"1110",0,2.65687519594455e-06,3,0,6
"1162",0,2.65687519594455e-06,1,0,6
"1161",0,2.65687519594455e-06,1,0,6
"1163",0,2.65687519594455e-06,1,0,6
"1173",0,2.65687519594455e-06,1,0,7
"566",0,2.65687519594455e-06,1,0,7
"1020",0,2.65687519594455e-06,1,0,1
"1202",0,2.65687519594455e-06,1,0,1
"1232",0,2.65687519594455e-06,1,0,6
"1226",0,2.65687519594455e-06,1,0,7
"179",0,2.65687519594455e-06,3,0,6
"1262",0,2.65687519594455e-06,1,0,7
"1151",0,2.65687519594455e-06,1,0,6
"1098",0,2.65687519594455e-06,1,0,8
"1296",0,2.65687519594455e-06,1,0,8
"1346",0,2.65687519594455e-06,2,0,6
"1354",0,2.65687519594455e-06,1,0,7
"1358",0,2.65687519594455e-06,2,0,6
"1362",0,2.65687519594455e-06,1,0,6
"1364",0,2.65687519594455e-06,1,0,6
"1370",0,2.65687519594455e-06,2,0,6
"1377",0,2.65687519594455e-06,2,0,6
"233",0,2.65687519594455e-06,3,0,7
"1211",0,2.65687519594455e-06,1,0,7
"1457",0,2.65687519594455e-06,2,0,5
"1493",0,2.65687519594455e-06,1,0,7
"891",0,2.65687519594455e-06,1,0,7
"1518",0,2.65687519594455e-06,1,0,7
"1524",0,2.65687519594455e-06,1,0,6
"1532",0,2.65687519594455e-06,1,0,6
"1552",0,2.65687519594455e-06,1,0,6
"1529",0,2.65687519594455e-06,1,0,6
"1633",0,2.65687519594455e-06,3,0,6
"1631",0,2.65687519594455e-06,1,0,6
"1623",0,2.65687519594455e-06,1,0,6
"1647",0,2.65687519594455e-06,2,0,7
"1639",0,2.65687519594455e-06,1,0,7
"1697",0,2.65687519594455e-06,1,0,7
"1710",0,2.65687519594455e-06,1,0,1
"1735",0,2.65687519594455e-06,1,0,7
"1739",0,2.65687519594455e-06,3,0,6
"1719",0,2.65687519594455e-06,1,0,7
"1750",0,2.65687519594455e-06,1,0,2
"1752",0,2.65687519594455e-06,6,0,6
"1801",0,2.65687519594455e-06,2,0,6
"1807",0,2.65687519594455e-06,1,0,8
"1810",0,2.65687519594455e-06,1,0,6
"1689",0,2.65687519594455e-06,1,0,6
"611",0,2.65687519594455e-06,1,0,1
"1833",0,2.65687519594455e-06,1,0,1
"1836",0,2.65687519594455e-06,1,0,6
"1169",0,2.65687519594455e-06,2,0,6
"1845",0,2.65687519594455e-06,1,0,6
"1868",0,2.65687519594455e-06,1,0,6
"1872",0,2.65687519594455e-06,1,0,7
"1883",0,2.65687519594455e-06,1,0,6
"1912",0,2.65687519594455e-06,2,0,6
"1938",0,2.65687519594455e-06,1,0,6
"1942",0,2.65687519594455e-06,1,0,6
"1953",0,2.65687519594455e-06,1,0,7
"1952",0,2.65687519594455e-06,1,0,6
"1933",0,2.65687519594455e-06,4,0,6
"1817",0,2.65687519594455e-06,1,0,6
"1958",0,2.65687519594455e-06,1,0,6
"2005",0,2.65687519594455e-06,1,0,6
"2025",0,2.65687519594455e-06,2,0,7
"2046",0,2.65687519594455e-06,1,0,6
"2056",0,2.65687519594455e-06,1,0,7
"2074",0,2.65687519594455e-06,2,0,6
"1934",0,2.65687519594455e-06,1,0,7
"1971",0,2.65687519594455e-06,2,0,6
"2093",0,2.65687519594455e-06,1,0,7
"2095",0,2.65687519594455e-06,2,0,5
"2098",0,2.65687519594455e-06,1,0,7
"2106",0,2.65687519594455e-06,2,0,6
"2112",0,2.65687519594455e-06,1,0,6
"2049",0,2.65687519594455e-06,1,0,2
"2133",0,2.65687519594455e-06,2,0,6
"2161",0,2.65687519594455e-06,1,0,1
"2185",0,2.65687519594455e-06,1,0,8
"1986",0,2.65687519594455e-06,1,0,6
"3270",0,2.65687519594455e-06,1,0,1
"3277",0,2.65687519594455e-06,1,0,7
"3264",0,2.65687519594455e-06,1,0,6
"2238",0,2.65687519594455e-06,1,0,7
"3314",0,2.65687519594455e-06,1,0,6
"3380",0,2.65687519594455e-06,1,0,7
"3413",0,2.65687519594455e-06,2,0,6
"3399",0,2.65687519594455e-06,1,0,7
"3430",0,2.65687519594455e-06,1,0,7
"3455",0,2.65687519594455e-06,2,0,7
"3469",0,2.65687519594455e-06,1,0,6
"3419",0,2.65687519594455e-06,1,0,7
"2244",0,2.65687519594455e-06,1,0,7
"2065",0,2.65687519594455e-06,1,0,6
"3466",0,2.65687519594455e-06,3,0,6
"3495",0,2.65687519594455e-06,1,0,6
"3504",0,2.65687519594455e-06,1,0,6
"3513",0,2.65687519594455e-06,1,0,6
"2176",0,2.65687519594455e-06,2,0,6
"3528",0,2.65687519594455e-06,4,0,6
"3370",0,2.65687519594455e-06,4,0,6
"3537",0,2.65687519594455e-06,1,0,6
"3543",0,2.65687519594455e-06,1,0,6
"3548",0,2.65687519594455e-06,4,0,6
"2116",0,2.65687519594455e-06,2,0,7
"3576",0,2.65687519594455e-06,3,0,6
"3600",0,2.65687519594455e-06,1,0,6
"3564",0,2.65687519594455e-06,1,0,1
"3582",0,2.65687519594455e-06,2,0,8
"3636",0,2.65687519594455e-06,4,0,6
"3646",0,2.65687519594455e-06,1,0,6
"3660",0,2.65687519594455e-06,1,0,8
"3538",0,2.65687519594455e-06,1,0,7
"3653",0,2.65687519594455e-06,1,0,7
"3656",0,2.65687519594455e-06,1,0,6
"3716",0,2.65687519594455e-06,1,0,1
"3732",0,2.65687519594455e-06,1,0,7
"3704",0,2.65687519594455e-06,4,0,6
"4770",0,2.65687519594455e-06,1,0,6
"4769",0,2.65687519594455e-06,1,0,6
"3764",0,2.65687519594455e-06,1,0,7
"4789",0,2.65687519594455e-06,2,0,6
"4796",0,2.65687519594455e-06,1,0,7
"1832",0,2.65687519594455e-06,1,0,6
"4833",0,2.65687519594455e-06,4,0,6
"4838",0,2.65687519594455e-06,1,0,7
"4830",0,2.65687519594455e-06,1,0,1
"4856",0,2.65687519594455e-06,1,0,6
"4857",0,2.65687519594455e-06,1,0,6
"4861",0,2.65687519594455e-06,1,0,7
"4924",0,2.65687519594455e-06,1,0,7
"4931",0,2.65687519594455e-06,1,0,6
"4957",0,2.65687519594455e-06,2,0,6
"4970",0,2.65687519594455e-06,1,0,7
"3449",0,2.65687519594455e-06,1,0,7
"6043",0,2.65687519594455e-06,1,0,7
"5031",0,2.65687519594455e-06,2,0,6
"6087",0,2.65687519594455e-06,1,0,7
"6064",0,2.65687519594455e-06,1,0,6
"6124",0,2.65687519594455e-06,1,0,7
"6141",0,2.65687519594455e-06,1,0,8
"4804",0,2.65687519594455e-06,2,0,6
"660",0,2.65687519594455e-06,1,0,8
"6140",0,2.65687519594455e-06,2,0,6
"6158",0,2.65687519594455e-06,1,0,1
"6167",0,2.65687519594455e-06,2,0,7
"6168",0,2.65687519594455e-06,1,0,7
"6138",0,2.65687519594455e-06,3,0,6
"6176",0,2.65687519594455e-06,1,0,7
"475",0,2.65687519594455e-06,1,0,8
"6219",0,2.65687519594455e-06,1,0,7
"6211",0,2.65687519594455e-06,1,0,8
"6203",0,2.65687519594455e-06,1,0,7
"4976",0,2.65687519594455e-06,1,0,3
"6240",0,2.65687519594455e-06,10,0,6
"6250",0,2.65687519594455e-06,2,0,8
"6255",0,2.65687519594455e-06,1,0,7
"6249",0,2.65687519594455e-06,1,0,6
"1275",0,2.65687519594455e-06,1,0,7
"6287",0,2.65687519594455e-06,1,0,6
"6301",0,2.65687519594455e-06,2,0,7
"3635",0,2.65687519594455e-06,1,0,3
"6313",0,2.65687519594455e-06,1,0,6
"6331",0,2.65687519594455e-06,1,0,7
"6332",0,2.65687519594455e-06,1,0,6
"738",0,2.65687519594455e-06,1,0,8
"1593",0,2.65687519594455e-06,1,0,7
"6351",0,2.65687519594455e-06,1,0,6
"10127",0,2.65687519594455e-06,1,0,6
"6355",0,2.65687519594455e-06,1,0,6
"3755",0,2.65687519594455e-06,1,0,1
"6390",0,2.65687519594455e-06,1,0,7
"6358",0,2.65687519594455e-06,2,0,6
"6405",0,2.65687519594455e-06,1,0,7
"6387",0,2.65687519594455e-06,1,0,6
"3662",0,2.65687519594455e-06,1,0,6
"3728",0,2.65687519594455e-06,1,0,1
"7504",0,2.65687519594455e-06,1,0,7
"7522",0,2.65687519594455e-06,3,0,6
"7513",0,2.65687519594455e-06,1,0,7
"7542",0,2.65687519594455e-06,1,0,7
"3588",0,2.65687519594455e-06,1,0,7
"7558",0,2.65687519594455e-06,1,0,6
"7562",0,2.65687519594455e-06,1,0,7
"7567",0,2.65687519594455e-06,1,0,7
"3421",0,2.65687519594455e-06,1,0,6
"7589",0,2.65687519594455e-06,1,0,6
"7533",0,2.65687519594455e-06,1,0,8
"6108",0,2.65687519594455e-06,3,0,6
