"from_user_id","to_user_id","betweenness"
"857","753",2.10438524015991
"27","753",33.2214285714286
"950","189",4.53888888888889
"786","752",30.742123661071
"35","12",973.892641618597
"857","753",2.10438524015991
"857","189",8.61230158730159
"857","753",2.10438524015991
"527","786",1510.06560352991
"152","715",1
"857","189",8.61230158730159
"675","753",39.4240640242111
"364","1015",180
"27","675",145.037518037518
"857","753",2.10438524015991
"27","753",33.2214285714286
"527","189",117.223015873016
"786","364",73.3807319305824
"857","753",2.10438524015991
"857","753",2.10438524015991
"477","527",155.357191810597
"364","396",59.3333333333335
"857","753",2.10438524015991
"364","396",59.3333333333335
"786","1033",180
"540","540",0
"857","540",178.083298603243
"27","1035",16.9166666666667
"145","1035",163.083333333333
"497","1038",181
"527","947",180
"152","527",101.302919444802
"857","675",462.947131631427
"396","364",930
"527","1054",164.197368421053
"18","463",368.920789779326
"857","857",0
"364","1051",180
"752","786",410.060736959236
"675","671",179
"1083","189",1
"364","145",910.22619047619
"12","364",303.897579781538
"385","1054",15.8026315789474
"403","527",434.477588201273
"752","527",231.620303574273
"1099","1097",1
"857","540",178.083298603243
"385","527",352.856073365926
"385","527",352.856073365926
"527","364",1207.1316637987
"1112","1097",1
"87","1032",181
"477","1122",13.8264411027569
"192","540",445.561312945677
"667","753",232.5
"675","753",39.4240640242111
"675","753",39.4240640242111
"675","753",39.4240640242111
"255","753",465.643674136321
"667","753",232.5
"857","753",2.10438524015991
"540","540",0
"527","527",0
"27","753",33.2214285714286
"527","1110",69.8619047619048
"527","527",0
"1154","35",466
"246","527",463
