"user_id","betweenness","closeness","in_degree","out_degree","eccentricity"
"400",0,1.47638739814772e-06,0,1,8
"357",0,3.2374508312155e-06,0,4,7
"410",176,1.47638739814772e-06,2,1,7
"246",174,3.21929516751602e-06,1,3,6
"253",1319.44004817803,3.21559951637383e-06,2,3,7
"342",15,1.47638739814772e-06,2,1,7
"468",0,3.21172665636773e-06,2,3,6
"477",1593.01296446425,3.22060154395638e-06,1,13,6
"98",34.3931623931624,1.47818130484977e-06,2,1,7
"496",3681.51992878594,3.22093349094435e-06,6,20,6
"448",556.426135645963,3.21631314024733e-06,8,1,6
"516",0,1.47638739814772e-06,0,1,1
"517",0,3.22520302653052e-06,0,2,7
"527",48443.2935565557,3.22388252172091e-06,68,83,5
"364",9649.1670332849,3.2198549133376e-06,27,24,6
"550",0,3.22161834776081e-06,0,1,8
"528",2315.31354524295,3.21974087525436e-06,3,12,6
"635",513.357142857143,3.21516529164764e-06,1,1,7
"379",0,3.22121362444515e-06,0,2,7
"689",0,1.47638739814772e-06,0,1,7
"692",0,1.47638739814772e-06,0,1,1
"675",6700.57260828191,3.2200104328338e-06,12,23,6
"423",0,1.47998395697391e-06,0,3,7
"735",0,3.22778477131145e-06,0,1,6
"752",3925.14682889697,3.22102686336404e-06,13,25,6
"769",0,3.22492219875195e-06,0,1,7
"708",0,3.21639589973851e-06,1,1,7
"745",6.66964554006888,3.21745145670115e-06,3,3,7
"784",0,3.23350427792616e-06,0,2,7
"99",0,1.47638739814772e-06,0,1,1
"786",4644.04476386252,3.22102686336404e-06,6,13,6
"792",0,3.2283370513015e-06,0,2,6
"857",1548.75607207671,3.21648900925706e-06,7,34,7
"869",0,3.22064303358809e-06,0,3,7
"876",0,1.47638739814772e-06,0,1,1
"908",855.479526135837,3.21925371260434e-06,3,1,6
"911",0,1.47638739814772e-06,0,1,1
"931",0,1.47818348987296e-06,0,2,7
"949",0,3.22037337008853e-06,0,1,8
"950",528.564307914308,3.21932625940043e-06,5,4,6
"952",0,3.22128625960346e-06,0,1,7
"991",382.061143431732,3.21476218796715e-06,1,2,7
"540",6734.34401000014,3.21739969756443e-06,20,51,6
"497",175,1.47638739814772e-06,2,1,6
"396",448,3.21522731657128e-06,4,1,7
"1083",0,1.47818348987296e-06,0,2,7
"403",0,3.22805567750433e-06,0,2,6
"1099",0,1.47638739814772e-06,0,1,2
"1112",0,1.47638739814772e-06,0,1,2
"192",79.3680496304185,3.2129339870583e-06,1,2,6
"667",0,3.22024892524192e-06,0,3,7
"255",47.3459468635938,3.21182981156195e-06,1,2,7
"1154",0,3.22196088539485e-06,0,1,7
"921",3314.51396648605,3.21607523043179e-06,6,13,7
"529",0,3.22778477131145e-06,0,1,6
"1122",404.992857142857,1.47997957628185e-06,2,1,6
"1207",0,3.22365388272992e-06,0,1,7
"1126",0,1.47638739814772e-06,0,1,1
"1213",0,1.47459566586842e-06,1,1,0
"1221",0,1.47638739814772e-06,0,1,1
"1243",0,3.23251130570829e-06,0,4,7
"650",1685.35714285714,3.21976160885048e-06,3,6,6
"1269",0,1.47638739814772e-06,0,1,7
"1277",787.256672092933,3.2121289991006e-06,13,3,7
"1286",114.828505691486,3.21296495619122e-06,3,2,7
"1238",0,1.47459566586842e-06,1,1,0
"1193",352,1.47818348987296e-06,2,2,7
"1297",0,3.22022818536922e-06,0,1,7
"768",454,3.26833700476524e-06,1,21,7
"1219",1213.06400543901,3.21728583332529e-06,5,4,6
"1184",0,3.22024892524192e-06,0,2,7
"1393",0,3.21910862882068e-06,0,1,8
"753",9118.11732476278,3.21634417455743e-06,79,22,6
"1231",175,1.47638739814772e-06,2,1,7
"630",0,1.47459566586842e-06,8,3,6
"1455",2407.54507870585,3.21158225022722e-06,18,11,6
"1535",0,3.22365388272992e-06,0,1,7
"1557",2413.69521975376,3.22005190723674e-06,3,13,5
"1145",0,3.24121792004564e-06,0,6,7
"1559",0,1.47638739814772e-06,0,1,7
"1070",0,3.22022818536922e-06,0,1,7
"974",0,3.21678906549061e-06,0,1,7
"1626",3195.04437406034,3.22128625960346e-06,6,12,6
"1442",0,1.47638739814772e-06,0,1,9
"1622",175,1.47638739814772e-06,1,1,7
"1669",0,3.22022818536922e-06,0,1,7
"1668",0,3.27228343210175e-06,0,1,8
"1426",0,1.47459566586842e-06,2,1,6
"1711",0,1.47638739814772e-06,0,1,1
"1478",0,1.47459566586842e-06,6,1,6
"1740",1,1.47638739814772e-06,1,1,7
"1630",677.837957875458,3.21290301852239e-06,6,5,6
"1730",0,1.47818348987296e-06,0,2,1
"1723",16060.8176235055,3.22179479744576e-06,8,57,5
"1793",0,1.47818130484977e-06,0,1,8
"1809",0,3.22453744010422e-06,0,2,8
"1826",0,1.47638739814772e-06,0,1,1
"1751",9.42424242424242,1.47638739814772e-06,3,1,7
"1835",175,1.47638739814772e-06,1,1,8
"521",1.5,1.47818130484977e-06,1,1,7
"1237",4166.51626018625,3.21291334130136e-06,24,9,6
"1948",0,3.22360192384563e-06,0,1,7
"1966",0,3.22394488343827e-06,0,1,6
"796",1485.2110571402,3.21186075941236e-06,7,6,6
"1898",84.2452978056426,1.47638739814772e-06,20,2,6
"2088",0,1.47998395697391e-06,0,3,7
"2126",0,3.21573394303649e-06,0,1,7
"2165",0,1.47638739814772e-06,0,1,1
"1123",0,1.47638739814772e-06,0,1,7
"2225",0,3.22382016241606e-06,0,1,7
"2160",0,3.22803483695196e-06,0,3,6
"1947",3180.28223273222,3.21970977536085e-06,9,9,6
"225",0,3.22778477131145e-06,0,1,6
"2222",567.640731475152,1.48721884127806e-06,8,3,6
"3257",0,1.49635637223361e-06,0,3,6
"2252",0,3.22610824883618e-06,0,3,6
"3261",0,1.47638739814772e-06,0,1,1
"1460",180,1.47638739814772e-06,7,1,7
"1831",11520.2992853687,3.21739969756443e-06,30,4,6
"3282",0,1.47459566586842e-06,1,1,0
"1997",0,3.23638211316334e-06,0,2,6
"3310",0,3.22569199157449e-06,0,1,6
"3332",0,3.22360192384563e-06,0,1,7
"3357",0,3.22022818536922e-06,0,1,7
"3363",0,1.47638739814772e-06,0,1,7
"3379",0,3.23638211316334e-06,0,2,6
"1536",0,1.47818130484977e-06,0,1,8
"3448",0,1.47818130484977e-06,0,1,8
"3475",0,3.24502537609844e-06,0,3,6
"3354",235.298441558442,1.47818348987296e-06,6,2,6
"3485",449,3.22778477131145e-06,1,1,6
"3415",0,1.47459566586842e-06,3,1,7
"3502",0,1.47818130484977e-06,0,1,8
"3503",0,3.2316860352383e-06,0,1,7
"3526",4497.62476434818,3.2204252249467e-06,3,32,6
"3447",0,1.47638739814772e-06,0,1,7
"737",6.02541902541903,1.47638739814772e-06,1,2,7
"3516",0,3.2278160273977e-06,0,2,6
"1470",0,3.22518222279559e-06,0,1,7
"3574",0,3.22360192384563e-06,0,1,7
"2157",5366.58116818963,3.22053931151311e-06,12,23,5
"1738",356,1.47818348987296e-06,30,2,5
"2082",0,1.47638739814772e-06,0,1,1
"3619",0,1.4908528722026e-06,0,3,7
"3383",0,1.47638739814772e-06,0,1,8
"1924",265.482561882562,3.20733839023686e-06,2,4,6
"3651",148.303196803197,3.21300624929715e-06,1,2,6
"463",183.920789779326,1.47818348987296e-06,1,2,7
"3665",175,1.47638739814772e-06,1,1,7
"3671",9548.09800102041,3.21996895949923e-06,14,8,5
"3650",190.477351916376,1.47998176662464e-06,1,2,7
"3724",0,1.47638739814772e-06,0,1,1
"2128",0,1.47459566586842e-06,9,1,6
"3661",352,1.47818348987296e-06,8,5,6
"3747",0,3.22022818536922e-06,0,1,7
"3737",0,1.47818130484977e-06,1,1,7
"4768",0,3.22778477131145e-06,0,1,6
"3527",0,3.22386173501791e-06,0,1,6
"3673",180,1.47638739814772e-06,18,1,7
"1276",0,3.2155374770893e-06,0,2,6
"206",0,1.47638739814772e-06,0,1,7
"3540",0,1.47459566586842e-06,3,1,7
"4832",218.548265549697,1.47818348987296e-06,3,2,6
"3414",1315.9468224422,3.21841448029043e-06,3,7,6
"110",7537.73886060221,3.2214211621599e-06,6,18,6
"4844",0,1.47638739814772e-06,0,1,1
"4850",0,3.22128625960346e-06,0,1,7
"4851",0,3.22230349587706e-06,0,1,7
"2011",529.2,1.48178881545802e-06,1,4,6
"4772",1012.88952175293,3.21737899437602e-06,1,2,6
"4927",0,3.25408550435071e-06,0,10,6
"4948",0,1.47818130484977e-06,0,1,7
"4934",0,3.22128625960346e-06,0,1,7
"4981",0,3.22154569762572e-06,0,1,6
"6048",0,1.47638739814772e-06,0,1,7
"6039",0,3.31385888926078e-06,0,24,6
"6076",0,1.47638739814772e-06,0,1,8
"6088",0,3.21932625940043e-06,0,1,7
"459",0,1.47818130484977e-06,0,1,7
"3517",0,1.47818348987296e-06,0,2,8
"6144",0,1.47998176662464e-06,0,2,7
"6049",0,3.27072083416464e-06,0,12,6
"6157",0,3.21678906549061e-06,0,1,7
"6159",0,1.47638739814772e-06,0,1,1
"3763",2732.80278105268,3.21765850990234e-06,13,17,5
"3719",0,1.47638739814772e-06,0,1,8
"4865",0,1.47459566586842e-06,5,1,6
"6200",116.341216423874,1.47638739814772e-06,1,1,7
"6232",7225.51551856549,3.22123437701327e-06,4,52,5
"6238",0,1.47998176662464e-06,0,2,2
"6303",1,1.47638739814772e-06,1,1,2
"6161",450,3.22984897226206e-06,1,2,7
"6356",0,1.47638739814772e-06,0,1,7
"6372",0,1.47638739814772e-06,0,1,1
"6379",0,3.22372662798195e-06,0,2,7
"6399",0,3.23374477346001e-06,0,1,8
"6430",0,3.22443346703984e-06,0,1,6
"6436",0,3.28563683856023e-06,0,13,6
"7449",0,1.47638739814772e-06,0,1,8
"6112",449,3.22128625960346e-06,1,1,7
"7464",0,1.47638739814772e-06,0,1,1
"6433",0,3.22143153974763e-06,0,2,7
"75",0,1.47459566586842e-06,25,1,6
"6359",0,3.22389291517293e-06,0,2,6
"1084",175,1.47638739814772e-06,3,1,6
"7532",0,3.21678906549061e-06,0,1,7
"7536",0,1.47638739814772e-06,0,1,7
"3655",1809.99354044112,3.21544442265088e-06,12,3,6
"7544",0,1.47818130484977e-06,0,1,7
"7555",0,3.22117212011107e-06,0,1,7
"7548",0,3.23309656289504e-06,0,5,6
"7566",0,1.47638739814772e-06,0,1,7
"6126",468,3.39951047049225e-06,1,48,5
"7612",0,1.47638739814772e-06,0,2,7
"7615",0,1.47638739814772e-06,0,1,1
"7600",0,1.47997957628185e-06,0,1,6
"7614",2,1.47638739814772e-06,1,1,6
"1954",1.5,1.47638739814772e-06,3,1,6
"7681",1,1.47638739814772e-06,3,1,6
"7698",0,1.47638739814772e-06,0,2,1
"5014",0,1.47998176662464e-06,0,3,7
"7749",0,1.47638739814772e-06,0,1,1
"7802",0,1.47818130484977e-06,0,1,7
"8874",0,1.47638739814772e-06,0,1,1
"7723",0,3.27140562485483e-06,0,8,7
"7731",0,1.47638739814772e-06,0,1,1
"8937",0,3.24132297838686e-06,0,7,6
"8992",0,1.47638739814772e-06,0,1,1
"6324",0,1.47638739814772e-06,0,1,1
"9047",0,1.47638739814772e-06,0,1,1
"9129",0,3.26544473724599e-06,0,6,7
"890",0,1.47459566586842e-06,2,1,1
"9184",0,1.47638739814772e-06,0,1,1
"8919",0,1.47459566586842e-06,1,1,0
"9253",0,3.24510961980296e-06,0,2,6
"9282",0,3.21545476176696e-06,0,1,7
"6216",514,3.20387540769315e-06,1,1,6
"9308",0,3.2209127422529e-06,0,3,7
"9319",0,1.47818348987296e-06,0,2,1
"9333",0,1.47638739814772e-06,0,1,1
"9337",0,3.23848879159029e-06,0,4,7
"9394",0,3.21678906549061e-06,0,1,7
"1607",0,1.47997957628185e-06,0,1,7
"9240",1236,3.2084394792061e-06,2,3,7
"8957",18.7005494505495,3.22984897226206e-06,2,2,7
"1543",0,1.47818348987296e-06,0,2,1
"9506",0,1.47638739814772e-06,0,1,1
"9533",0,1.47638739814772e-06,0,1,1
"9505",0,1.47638739814772e-06,0,1,1
"9551",0,3.22443346703984e-06,0,1,6
"9275",0,3.22444386404455e-06,0,2,6
"9613",0.285714285714286,1.47638739814772e-06,1,1,6
"9627",0,1.47997957628185e-06,0,1,6
"8878",0,1.47638739814772e-06,0,1,7
"9763",0,1.47638739814772e-06,0,1,7
"8955",0,1.47638739814772e-06,0,1,1
"9820",130.481538247,3.21930553141076e-06,1,2,6
"9244",0,3.23256355219944e-06,0,3,7
"9719",0,1.47638739814772e-06,0,1,7
"9837",0,1.47638739814772e-06,0,1,1
"9836",0,1.47459566586842e-06,1,1,0
"9835",0,1.47638739814772e-06,0,1,1
"9871",0,1.47638739814772e-06,0,1,1
"626",0,1.47638739814772e-06,0,1,1
"3576",92.6153906006847,1.47638739814772e-06,3,1,6
"9988",0,1.47638739814772e-06,0,1,1
"9872",0,3.21932625940043e-06,0,1,7
"10027",0,1.47638739814772e-06,0,1,1
"9897",11.4,3.21292366414666e-06,1,4,6
"10028",0,1.47997957628185e-06,0,1,7
"9578",0,1.47638739814772e-06,0,1,1
"10076",0,1.47638739814772e-06,0,1,1
"10097",0,1.47638739814772e-06,0,1,1
"10113",0,1.47998395697391e-06,0,3,7
"10134",0,3.22517182102877e-06,0,1,8
"10171",0,1.47638739814772e-06,0,1,1
"2052",1,1.47638739814772e-06,2,1,6
"6336",0,1.47818348987296e-06,0,2,8
"10215",0,1.49087954438721e-06,0,9,7
"10049",0,3.22135889803755e-06,0,3,7
"10257",0,3.40361804598288e-06,0,1,6
"9595",0,1.47459566586842e-06,1,1,0
"10375",0,1.47638739814772e-06,0,1,1
"10225",0,1.47638739814772e-06,0,1,1
"9793",0,1.47638739814772e-06,0,1,7
"10492",0,1.47638739814772e-06,0,1,7
"1419",0,1.47818348987296e-06,0,2,8
"10515",0,1.47638739814772e-06,0,1,7
"10",0,1.47459566586842e-06,1,0,8
"50",0,1.47459566586842e-06,4,0,7
"65",0,1.47459566586842e-06,1,0,7
"95",0,1.47459566586842e-06,3,0,7
"49",0,1.47459566586842e-06,3,0,6
"105",0,1.47459566586842e-06,1,0,7
"111",0,1.47459566586842e-06,1,0,6
"21",0,1.47459566586842e-06,1,0,7
"74",0,1.47459566586842e-06,2,0,6
"119",0,1.47459566586842e-06,4,0,6
"26",0,1.47459566586842e-06,6,0,6
"91",0,1.47459566586842e-06,1,0,8
"132",0,1.47459566586842e-06,1,0,6
"7",0,1.47459566586842e-06,3,0,6
"53",0,1.47459566586842e-06,1,0,7
"56",0,1.47459566586842e-06,1,0,7
"176",0,1.47459566586842e-06,1,0,8
"193",0,1.47459566586842e-06,1,0,8
"218",0,1.47459566586842e-06,2,0,7
"261",0,1.47459566586842e-06,2,0,7
"265",0,1.47459566586842e-06,1,0,7
"258",0,1.47459566586842e-06,1,0,8
"273",0,1.47459566586842e-06,1,0,7
"247",0,1.47459566586842e-06,1,0,8
"191",0,1.47459566586842e-06,3,0,7
"8",0,1.47459566586842e-06,2,0,6
"264",0,1.47459566586842e-06,1,0,7
"22",0,1.47459566586842e-06,1,0,1
"305",0,1.47459566586842e-06,1,0,7
"143",0,1.47459566586842e-06,1,0,7
"236",0,1.47459566586842e-06,1,0,7
"189",0,1.47459566586842e-06,11,0,6
"322",0,1.47459566586842e-06,2,0,6
"316",0,1.47459566586842e-06,1,0,7
"303",0,1.47459566586842e-06,1,0,1
"167",0,1.47459566586842e-06,1,0,8
"327",0,1.47459566586842e-06,1,0,7
"336",0,1.47459566586842e-06,7,0,7
"181",0,1.47459566586842e-06,4,0,6
"350",0,1.47459566586842e-06,1,0,7
"359",0,1.47459566586842e-06,1,0,7
"369",0,1.47459566586842e-06,1,0,7
"367",0,1.47459566586842e-06,1,0,7
"335",0,1.47459566586842e-06,1,0,7
"374",0,1.47459566586842e-06,1,0,6
"310",0,1.47459566586842e-06,3,0,7
"209",0,1.47459566586842e-06,1,0,7
"388",0,1.47459566586842e-06,1,0,7
"402",0,1.47459566586842e-06,1,0,8
"405",0,1.47459566586842e-06,2,0,7
"416",0,1.47459566586842e-06,1,0,8
"419",0,1.47459566586842e-06,1,0,8
"365",0,1.47459566586842e-06,1,0,7
"426",0,1.47459566586842e-06,1,0,7
"25",0,1.47459566586842e-06,2,0,6
"434",0,1.47459566586842e-06,1,0,7
"431",0,1.47459566586842e-06,1,0,7
"437",0,1.47459566586842e-06,1,0,7
"432",0,1.47459566586842e-06,1,0,6
"418",0,1.47459566586842e-06,3,0,6
"452",0,1.47459566586842e-06,1,0,8
"485",0,1.47459566586842e-06,2,0,8
"320",0,1.47459566586842e-06,1,0,7
"392",0,1.47459566586842e-06,5,0,6
"391",0,1.47459566586842e-06,1,0,8
"502",0,1.47459566586842e-06,1,0,7
"515",0,1.47459566586842e-06,1,0,6
"513",0,1.47459566586842e-06,1,0,1
"536",0,1.47459566586842e-06,3,0,7
"200",0,1.47459566586842e-06,1,0,6
"547",0,1.47459566586842e-06,2,0,6
"542",0,1.47459566586842e-06,1,0,7
"557",0,1.47459566586842e-06,1,0,8
"560",0,1.47459566586842e-06,1,0,7
"563",0,1.47459566586842e-06,1,0,7
"569",0,1.47459566586842e-06,3,0,6
"55",0,1.47459566586842e-06,1,0,7
"568",0,1.47459566586842e-06,1,0,7
"628",0,1.47459566586842e-06,1,0,7
"637",0,1.47459566586842e-06,2,0,7
"652",0,1.47459566586842e-06,1,0,7
"150",0,1.47459566586842e-06,1,0,7
"659",0,1.47459566586842e-06,1,0,7
"668",0,1.47459566586842e-06,2,0,6
"671",0,1.47459566586842e-06,2,0,7
"672",0,1.47459566586842e-06,2,0,6
"677",0,1.47459566586842e-06,2,0,7
"683",0,1.47459566586842e-06,1,0,7
"685",0,1.47459566586842e-06,1,0,7
"664",0,1.47459566586842e-06,1,0,7
"686",0,1.47459566586842e-06,1,0,1
"695",0,1.47459566586842e-06,3,0,6
"719",0,1.47459566586842e-06,1,0,7
"721",0,1.47459566586842e-06,1,0,6
"643",0,1.47459566586842e-06,1,0,7
"727",0,1.47459566586842e-06,4,0,6
"739",0,1.47459566586842e-06,1,0,7
"366",0,1.47459566586842e-06,1,0,7
"319",0,1.47459566586842e-06,1,0,7
"725",0,1.47459566586842e-06,1,0,8
"759",0,1.47459566586842e-06,1,0,6
"765",0,1.47459566586842e-06,1,0,7
"772",0,1.47459566586842e-06,1,0,7
"33",0,1.47459566586842e-06,4,0,6
"783",0,1.47459566586842e-06,1,0,8
"790",0,1.47459566586842e-06,2,0,7
"549",0,1.47459566586842e-06,1,0,1
"809",0,1.47459566586842e-06,1,0,7
"526",0,1.47459566586842e-06,1,0,7
"821",0,1.47459566586842e-06,1,0,6
"830",0,1.47459566586842e-06,1,0,7
"844",0,1.47459566586842e-06,1,0,6
"833",0,1.47459566586842e-06,2,0,7
"872",0,1.47459566586842e-06,2,0,7
"873",0,1.47459566586842e-06,1,0,8
"850",0,1.47459566586842e-06,1,0,1
"94",0,1.47459566586842e-06,1,0,6
"880",0,1.47459566586842e-06,1,0,7
"889",0,1.47459566586842e-06,1,0,7
"924",0,1.47459566586842e-06,1,0,8
"874",0,1.47459566586842e-06,1,0,7
"387",0,1.47459566586842e-06,3,0,6
"961",0,1.47459566586842e-06,1,0,6
"997",0,1.47459566586842e-06,1,0,8
"715",0,1.47459566586842e-06,2,0,6
"1015",0,1.47459566586842e-06,1,0,7
"1033",0,1.47459566586842e-06,1,0,7
"1035",0,1.47459566586842e-06,2,0,7
"1038",0,1.47459566586842e-06,1,0,7
"947",0,1.47459566586842e-06,1,0,6
"1054",0,1.47459566586842e-06,2,0,6
"1051",0,1.47459566586842e-06,1,0,7
"1097",0,1.47459566586842e-06,2,0,1
"1032",0,1.47459566586842e-06,1,0,7
"1110",0,1.47459566586842e-06,3,0,6
"1162",0,1.47459566586842e-06,1,0,6
"1161",0,1.47459566586842e-06,1,0,7
"1163",0,1.47459566586842e-06,1,0,6
"1173",0,1.47459566586842e-06,1,0,8
"566",0,1.47459566586842e-06,1,0,7
"1020",0,1.47459566586842e-06,1,0,1
"1202",0,1.47459566586842e-06,1,0,1
"1232",0,1.47459566586842e-06,1,0,6
"1226",0,1.47459566586842e-06,1,0,7
"179",0,1.47459566586842e-06,3,0,6
"1262",0,1.47459566586842e-06,1,0,7
"1151",0,1.47459566586842e-06,1,0,7
"1098",0,1.47459566586842e-06,1,0,8
"1296",0,1.47459566586842e-06,1,0,8
"1346",0,1.47459566586842e-06,2,0,7
"1354",0,1.47459566586842e-06,1,0,8
"1358",0,1.47459566586842e-06,2,0,6
"1362",0,1.47459566586842e-06,1,0,7
"1364",0,1.47459566586842e-06,1,0,7
"1370",0,1.47459566586842e-06,2,0,6
"1377",0,1.47459566586842e-06,2,0,7
"233",0,1.47459566586842e-06,3,0,7
"1211",0,1.47459566586842e-06,1,0,8
"1457",0,1.47459566586842e-06,2,0,6
"1493",0,1.47459566586842e-06,1,0,7
"891",0,1.47459566586842e-06,1,0,8
"1518",0,1.47459566586842e-06,1,0,8
"1524",0,1.47459566586842e-06,1,0,7
"1532",0,1.47459566586842e-06,1,0,7
"1552",0,1.47459566586842e-06,1,0,7
"1529",0,1.47459566586842e-06,1,0,7
"1633",0,1.47459566586842e-06,3,0,6
"1631",0,1.47459566586842e-06,1,0,7
"1623",0,1.47459566586842e-06,1,0,7
"1647",0,1.47459566586842e-06,2,0,8
"1639",0,1.47459566586842e-06,1,0,8
"1697",0,1.47459566586842e-06,1,0,7
"1710",0,1.47459566586842e-06,1,0,1
"1735",0,1.47459566586842e-06,1,0,7
"1739",0,1.47459566586842e-06,4,0,6
"1719",0,1.47459566586842e-06,1,0,7
"1750",0,1.47459566586842e-06,1,0,2
"1752",0,1.47459566586842e-06,6,0,7
"1801",0,1.47459566586842e-06,3,0,6
"1807",0,1.47459566586842e-06,1,0,9
"1810",0,1.47459566586842e-06,1,0,6
"1689",0,1.47459566586842e-06,1,0,7
"611",0,1.47459566586842e-06,1,0,1
"1833",0,1.47459566586842e-06,1,0,9
"1836",0,1.47459566586842e-06,1,0,6
"1169",0,1.47459566586842e-06,2,0,6
"1845",0,1.47459566586842e-06,1,0,6
"1868",0,1.47459566586842e-06,1,0,7
"1872",0,1.47459566586842e-06,1,0,7
"1883",0,1.47459566586842e-06,1,0,6
"1912",0,1.47459566586842e-06,2,0,6
"1938",0,1.47459566586842e-06,1,0,7
"1942",0,1.47459566586842e-06,1,0,6
"1953",0,1.47459566586842e-06,1,0,7
"1952",0,1.47459566586842e-06,1,0,7
"1933",0,1.47459566586842e-06,5,0,6
"1817",0,1.47459566586842e-06,1,0,7
"1958",0,1.47459566586842e-06,1,0,6
"2005",0,1.47459566586842e-06,1,0,7
"2025",0,1.47459566586842e-06,2,0,8
"2046",0,1.47459566586842e-06,1,0,7
"2056",0,1.47459566586842e-06,1,0,8
"2074",0,1.47459566586842e-06,2,0,7
"1934",0,1.47459566586842e-06,1,0,8
"1971",0,1.47459566586842e-06,2,0,6
"2093",0,1.47459566586842e-06,1,0,7
"2095",0,1.47459566586842e-06,2,0,6
"2098",0,1.47459566586842e-06,1,0,8
"2106",0,1.47459566586842e-06,2,0,7
"2112",0,1.47459566586842e-06,1,0,7
"2049",0,1.47459566586842e-06,1,0,2
"2133",0,1.47459566586842e-06,2,0,6
"2161",0,1.47459566586842e-06,1,0,1
"2185",0,1.47459566586842e-06,1,0,8
"1986",0,1.47459566586842e-06,1,0,6
"3270",0,1.47459566586842e-06,1,0,1
"3277",0,1.47459566586842e-06,1,0,7
"3264",0,1.47459566586842e-06,1,0,7
"2238",0,1.47459566586842e-06,1,0,7
"3314",0,1.47459566586842e-06,1,0,7
"3380",0,1.47459566586842e-06,1,0,7
"3413",0,1.47459566586842e-06,2,0,7
"3399",0,1.47459566586842e-06,1,0,8
"3430",0,1.47459566586842e-06,1,0,8
"3455",0,1.47459566586842e-06,2,0,7
"3469",0,1.47459566586842e-06,1,0,7
"3419",0,1.47459566586842e-06,1,0,7
"2244",0,1.47459566586842e-06,1,0,7
"2065",0,1.47459566586842e-06,1,0,7
"3466",0,1.47459566586842e-06,3,0,7
"3495",0,1.47459566586842e-06,1,0,6
"3504",0,1.47459566586842e-06,1,0,6
"3513",0,1.47459566586842e-06,1,0,6
"2176",0,1.47459566586842e-06,2,0,6
"3528",0,1.47459566586842e-06,4,0,6
"3370",0,1.47459566586842e-06,5,0,6
"3537",0,1.47459566586842e-06,1,0,7
"3543",0,1.47459566586842e-06,1,0,7
"3548",0,1.47459566586842e-06,4,0,7
"2116",0,1.47459566586842e-06,2,0,7
"3600",0,1.47459566586842e-06,1,0,6
"3564",0,1.47459566586842e-06,1,0,1
"3582",0,1.47459566586842e-06,2,0,8
"3636",0,1.47459566586842e-06,4,0,6
"3646",0,1.47459566586842e-06,1,0,6
"3660",0,1.47459566586842e-06,1,0,8
"3538",0,1.47459566586842e-06,1,0,7
"3653",0,1.47459566586842e-06,1,0,8
"3656",0,1.47459566586842e-06,1,0,7
"3716",0,1.47459566586842e-06,1,0,1
"3732",0,1.47459566586842e-06,1,0,7
"3704",0,1.47459566586842e-06,5,0,6
"4770",0,1.47459566586842e-06,1,0,6
"4769",0,1.47459566586842e-06,1,0,6
"3764",0,1.47459566586842e-06,1,0,8
"4789",0,1.47459566586842e-06,2,0,6
"4796",0,1.47459566586842e-06,1,0,7
"1832",0,1.47459566586842e-06,1,0,7
